"unigram","bigram","freq"
"anyth","new",9
"april","th",9
"around","corner",9
"back","the",9
"barack","obama",9
"becaus","i",9
"best","luck",9
"better","get",9
"better","way",9
"big","deal",9
"big","fan",9
"but","one",9
"but","that",9
"can","bring",9
"can","even",9
"can","found",9
"can","send",9
"cant","imagin",9
"cant","keep",9
"chocol","chip",9
"come","togeth",9
"come","true",9
"couldnt","agre",9
"creat","new",9
"damn","thing",9
"day","can",9
"day","dont",9
"day","make",9
"differ","way",9
"doesnt","know",9
"doesnt","look",9
"dont","take",9
"earli","s",9
"enjoy","i",9
"everi","minut",9
"everi","morn",9
"everyon","go",9
"everyon","i",9
"exact","i",9
"explain","i",9
"fan","i",9
"far","away",9
"favorit","song",9
"favorit","thing",9
"field","trip",9
"final","go",9
"first","round",9
"first","step",9
"follow","im",9
"follow","now",9
"game","tonight",9
"get","creativ",9
"get","enough",9
"get","sleep",9
"get","use",9
"give","thank",9
"glad","hear",9
"glad","like",9
"go","buy",9
"go","look",9
"good","just",9
"good","man",9
"got","done",9
"got","lot",9
"got","one",9
"got","work",9
"great","deal",9
"guess","im",9
"haha","that",9
"haha","yeah",9
"happi","birthdai",9
"happi","day",9
"hard","find",9
"have","good",9
"havent","read",9
"he","look",9
"hell","yeah",9
"here","i",9
"hey","thank",9
"home","the",9
"honest","i",9
"hope","make",9
"i","assum",9
"i","certain",9
"i","count",9
"i","cut",9
"i","definit",9
"i","do",9
"i","good",9
"i","hadnt",9
"i","hard",9
"i","not",9
"i","noth",9
"i","sent",9
"i","sorri",9
"i","stay",9
"i","taken",9
"if","get",9
"if","im",9
"ill","give",9
"ill","make",9
"ill","never",9
"ill","post",9
"ill","send",9
"im","alreadi",9
"im","jealous",9
"im","love",9
"im","move",9
"im","right",9
"im","take",9
"imagin","i",9
"import","thing",9
"in","meantim",9
"in","word",9
"instead","i",9
"interest","i",9
"is","anyon",9
"it","feel",9
"its","one",9
"ive","alreadi",9
"ive","gone",9
"ive","want",9
"ive","watch",9
"june","th",9
"just","bought",9
"just","came",9
"just","feel",9
"just","give",9
"just","happen",9
"just","isnt",9
"just","know",9
"just","plain",9
"just","play",9
"just","show",9
"just","went",9
"just","woke",9
"know","much",9
"know","thank",9
"know","that",9
"ladi","gaga",9
"late","s",9
"less","like",9
"let","tell",9
"life","get",9
"like","crazi",9
"like","dont",9
"like","someth",9
"like","u",9
"like","your",9
"list","i",9
"listen","i",9
"lol","good",9
"lol","that",9
"look","pretti",9
"look","realli",9
"love","guy",9
"lunch","today",9
"make","best",9
"make","better",9
"make","decis",9
"make","happi",9
"make","new",9
"make","smile",9
"mani","great",9
"mayb","im",9
"memori","day",9
"million","peopl",9
"monday","night",9
"much","longer",9
"my","daughter",9
"my","heart",9
"my","mind",9
"my","parent",9
"need","someth",9
"need","start",9
"never","happen",9
"never","thought",9
"new","school",9
"news","i",9
"next","door",9
"next","i",9
"next","morn",9
"next","one",9
"next","step",9
"nice","day",9
"no","way",9
"north","america",9
"now","come",9
"now","dont",9
"now","thank",9
"now","work",9
"number","one",9
"oh","boy",9
"oh","yes",9
"ok","well",9
"one","ever",9
"one","hour",9
"one","man",9
"one","one",9
"one","side",9
"one","week",9
"or","mayb",9
"peopl","cant",9
"peopl","need",9
"peopl","work",9
"phone","i",9
"piec","i",9
"pleas","email",9
"pleas","share",9
"pleas","tell",9
"problem","i",9
"question","what",9
"read","the",9
"realli","great",9
"realli","nice",9
"red","bull",9
"right","hand",9
"right","side",9
"rt","good",9
"rt","my",9
"rt","you",9
"run","i",9
"said","this",9
"san","antonio",9
"say","goodby",9
"say","thank",9
"say","thing",9
"say","will",9
"school","year",9
"second","i",9
"see","guy",9
"see","tweet",9
"see","u",9
"sens","humor",9
"show","start",9
"sinc","last",9
"site","i",9
"small","town",9
"so","true",9
"someth","wrong",9
"spend","day",9
"still","dont",9
"still","feel",9
"still","wait",9
"sure","know",9
"take","back",9
"take","nap",9
"take","part",9
"take","us",9
"talk","peopl",9
"talk","shit",9
"tast","like",9
"th","grade",9
"th","juli",9
"thank","let",9
"that","cool",9
"that","im",9
"that","like",9
"that","much",9
"that","nice",9
"that","pretti",9
"that","sound",9
"that","way",9
"the","boy",9
"the","nation",9
"the","point",9
"the","result",9
"the","weather",9
"thing","get",9
"thing","ive",9
"think","need",9
"think","the",9
"think","theyr",9
"this","go",9
"this","may",9
"thought","u",9
"time","it",9
"time","life",9
"time","thank",9
"time","will",9
"to","see",9
"today","get",9
"today","just",9
"today","one",9
"told","us",9
"tonight","thank",9
"took","long",9
"tri","figur",9
"tri","help",9
"true","i",9
"true","stori",9
"two","peopl",9
"two","thing",9
"u","dont",9
"u","say",9
"us","the",9
"use","make",9
"want","learn",9
"want","say",9
"want","watch",9
"watch","video",9
"way","life",9
"we","decid",9
"we","miss",9
"week","im",9
"weekend","the",9
"weird","i",9
"welcom","new",9
"well","the",9
"what","you",9
"whi","cant",9
"whi","dont",9
"whole","lot",9
"whole","new",9
"will","die",9
"will","one",9
"will","save",9
"will","share",9
"will","start",9
"wonder","time",9
"work","now",9
"work","one",9
"world","war",9
"wow","just",9
"wow","that",9
"write","book",9
"ya","know",9
"year","that",9
"york","time",9
"you","got",9
"young","man",9
"your","good",9
"your","interest",9
"your","look",9
"a","friend",8
"abl","find",8
"abl","make",8
"across","countri",8
"ah","i",8
"almost","time",8
"also","get",8
"also","go",8
"also","make",8
"alway","go",8
"alway","good",8
"alway","make",8
"alway","seem",8
"american","idol",8
"and","can",8
"and","good",8
"and","know",8
"anoth","person",8
"anymor","i",8
"anyon","interest",8
"anyth","like",8
"are","you",8
"ask","help",8
"awesom","thank",8
"beauti","i",8
"becom","increas",8
"believ","one",8
"best","deal",8
"best","place",8
"birthday","parti",8
"bit","like",8
"bitch","i",8
"black","peopl",8
"but","just",8
"call","back",8
"call","i",8
"call","us",8
"can","feel",8
"can","hear",8
"can","now",8
"can","pleas",8
"can","read",8
"can","rememb",8
"can","u",8
"can","understand",8
"cant","handl",8
"captain","america",8
"chanc","i",8
"citi","i",8
"close","friend",8
"coffe","shop",8
"come","today",8
"complet","i",8
"cute","i",8
"cute","littl",8
"d","thank",8
"day","but",8
"day","hope",8
"day","my",8
"day","school",8
"day","we",8
"day","yesterday",8
"dear","friend",8
"decid","make",8
"didnt","say",8
"differ","type",8
"dinner","i",8
"do","it",8
"dont","ask",8
"dont","hate",8
"dont","tell",8
"dress","i",8
"east","coast",8
"els","will",8
"end","get",8
"enjoy","day",8
"especi","sinc",8
"everi","week",8
"execut","director",8
"eye","open",8
"feel","get",8
"finger","cross",8
"five","day",8
"follow","the",8
"footbal","game",8
"game","just",8
"get","anoth",8
"get","drunk",8
"get","em",8
"get","lot",8
"get","point",8
"get","realli",8
"get","someth",8
"get","the",8
"get","ticket",8
"give","fuck",8
"give","i",8
"give","one",8
"go","big",8
"go","find",8
"go","first",8
"go","hard",8
"go","long",8
"go","movi",8
"go","outsid",8
"go","read",8
"go","right",8
"go","start",8
"go","thank",8
"go","way",8
"gone","i",8
"good","good",8
"good","peopl",8
"good","point",8
"good","stori",8
"good","the",8
"got","first",8
"got","littl",8
"got","right",8
"got","think",8
"great","peopl",8
"group","peopl",8
"half","way",8
"hall","fame",8
"happi","holiday",8
"happi","see",8
"he","will",8
"head","coach",8
"heart","i",8
"help","peopl",8
"hey","guy",8
"holi","shit",8
"hour","sleep",8
"husband","i",8
"i","back",8
"i","began",8
"i","brought",8
"i","carri",8
"i","doubt",8
"i","drive",8
"i","fall",8
"i","forget",8
"i","friend",8
"i","given",8
"i","intend",8
"i","kind",8
"i","laugh",8
"i","liter",8
"i","much",8
"i","repli",8
"i","set",8
"i","simpli",8
"i","stamp",8
"i","suggest",8
"i","support",8
"i","travel",8
"i","wear",8
"id","rather",8
"if","anyon",8
"if","can",8
"if","youv",8
"im","afraid",8
"im","back",8
"im","bout",8
"im","crazi",8
"im","done",8
"im","even",8
"im","fan",8
"im","hungri",8
"im","make",8
"im","so",8
"im","way",8
"im","write",8
"inform","i",8
"isnt","go",8
"it","good",8
"its","beauti",8
"its","easi",8
"its","funni",8
"ive","come",8
"ive","read",8
"ive","said",8
"ive","tri",8
"just","now",8
"just","put",8
"just","rememb",8
"just","seem",8
"just","sit",8
"just","thought",8
"just","time",8
"just","use",8
"just","wait",8
"know","and",8
"know","cant",8
"know","exact",8
"know","mean",8
"know","real",8
"know","work",8
"know","you",8
"las","vega",8
"last","chanc",8
"law","enforc",8
"lay","bed",8
"learn","i",8
"lemon","juic",8
"let","take",8
"let","talk",8
"life","and",8
"life","come",8
"like","big",8
"like","book",8
"like","get",8
"like","ive",8
"like","work",8
"line","i",8
"littl","one",8
"littl","time",8
"lmao","i",8
"lol","if",8
"lol","its",8
"long","run",8
"long","way",8
"look","amaz",8
"look","mirror",8
"lord","i",8
"lot","great",8
"lot","i",8
"lot","thing",8
"love","book",8
"love","god",8
"love","like",8
"love","play",8
"love","way",8
"made","feel",8
"made","one",8
"main","charact",8
"make","laugh",8
"man","woman",8
"mani","differ",8
"matter","i",8
"mean","get",8
"meet","today",8
"michael","jackson",8
"might","think",8
"mine","i",8
"monday","i",8
"most","peopl",8
"much","go",8
"much","money",8
"much","wors",8
"my","husband",8
"my","son",8
"name","the",8
"need","find",8
"need","learn",8
"need","talk",8
"need","to",8
"never","forget",8
"never","let",8
"never","see",8
"never","seem",8
"never","use",8
"not","much",8
"noth","wrong",8
"now","follow",8
"now","go",8
"now","look",8
"now","rt",8
"now","what",8
"now","your",8
"obama","bin",8
"oh","im",8
"oh","man",8
"oh","my",8
"oh","ok",8
"okay","im",8
"one","even",8
"one","friend",8
"one","hand",8
"one","it",8
"one","may",8
"one","minut",8
"one","month",8
"one","place",8
"one","show",8
"open","door",8
"open","heart",8
"open","i",8
"other","i",8
"pass","along",8
"person","will",8
"pic","i",8
"play","like",8
"play","music",8
"pleas","come",8
"pleas","contact",8
"pm","i",8
"rais","money",8
"readi","get",8
"real","world",8
"realli","cool",8
"realli","hope",8
"realli","well",8
"recent","i",8
"recip","i",8
"remind","us",8
"right","the",8
"right","thing",8
"right","you",8
"road","trip",8
"role","model",8
"rt","its",8
"rt","what",8
"save","money",8
"school","tomorrow",8
"season","i",8
"seen","i",8
"sens","i",8
"set","i",8
"seven","year",8
"share","i",8
"short","term",8
"side","i",8
"sinc","im",8
"sister","i",8
"situat","i",8
"sleep","well",8
"small","group",8
"solv","problem",8
"someon","know",8
"son","i",8
"sort","thing",8
"special","thank",8
"st","patrick",8
"start","feel",8
"state","i",8
"still","get",8
"still","got",8
"stop","talk",8
"sure","can",8
"swear","i",8
"tell","someth",8
"tell","truth",8
"text","i",8
"thank","and",8
"thank","that",8
"that","doesnt",8
"that","go",8
"that","happen",8
"that","say",8
"the","children",8
"the","idea",8
"the","imag",8
"the","kid",8
"the","name",8
"the","real",8
"the","time",8
"the","truth",8
"the","univers",8
"there","alway",8
"there","two",8
"theyr","just",8
"thing","come",8
"thing","dont",8
"thing","im",8
"thing","just",8
"thing","make",8
"thing","will",8
"think","might",8
"think","yes",8
"throughout","year",8
"thus","far",8
"time","chang",8
"time","give",8
"time","make",8
"time","place",8
"time","take",8
"today","the",8
"tri","go",8
"tri","keep",8
"trip","i",8
"truth","i",8
"turn","back",8
"tweet","im",8
"two","month",8
"two","three",8
"u","said",8
"u","will",8
"us","make",8
"us","thank",8
"use","live",8
"wait","long",8
"wall","i",8
"want","keep",8
"want","meet",8
"want","miss",8
"want","put",8
"want","share",8
"watch","i",8
"way","make",8
"way","see",8
"way","the",8
"way","way",8
"we","excit",8
"we","great",8
"we","realli",8
"we","start",8
"week","now",8
"weekend","go",8
"welcom","thank",8
"well","get",8
"well","ill",8
"well","known",8
"were","excit",8
"what","best",8
"what","favorit",8
"what","make",8
"what","new",8
"what","will",8
"what","wrong",8
"when","your",8
"whi","peopl",8
"whole","day",8
"whole","world",8
"will","end",8
"will","know",8
"will","leav",8
"will","pay",8
"will","serv",8
"will","still",8
"will","thank",8
"will","use",8
"within","hour",8
"work","but",8
"work","get",8
"worst","thing",8
"wow","i",8
"write","blog",8
"wrong","i",8
"yeah","that",8
"yeah","yeah",8
"year","ive",8
"year","thank",8
"year","year",8
"yes","pleas",8
"yes","rt",8
"you","follow",8
"you","make",8
"you","think",8
"you","welcom",8
"young","men",8
"your","get",8
"your","love",8
"a","month",7
"actualli","i",7
"after","i",7
"afternoon","i",7
"agre","i",7
"agreed","rt",7
"all","dai",7
"almost","like",7
"alon","i",7
"also","got",7
"also","known",7
"also","want",7
"alway","feel",7
"alway","get",7
"alway","say",7
"among","thing",7
"and","even",7
"and","one",7
"anoth","reason",7
"anyon","see",7
"around","room",7
"around","us",7
"articl","i",7
"as","much",7
"ask","what",7
"ass","i",7
"author","i",7
"back","im",7
"back","normal",7
"back","tomorrow",7
"back","twitter",7
"bad","day",7
"bar","i",7
"becaus","im",7
"befor","i",7
"behind","scene",7
"believ","god",7
"better","place",7
"big","boy",7
"big","screen",7
"big","thing",7
"birthday","happi",7
"birthday","hope",7
"birthday","love",7
"bodi","i",7
"book","im",7
"book","will",7
"brother","sister",7
"but","now",7
"by","way",7
"call","today",7
"can","better",7
"can","call",7
"can","eat",7
"can","keep",7
"can","turn",7
"can","wait",7
"cant","i",7
"cant","rememb",7
"cant","seem",7
"cant","take",7
"center","around",7
"chanc","get",7
"chang","life",7
"chang","mind",7
"chang","world",7
"check","websit",7
"choos","one",7
"civil","war",7
"close","i",7
"come","day",7
"come","first",7
"come","hous",7
"come","thank",7
"come","the",7
"comfort","zone",7
"compani","will",7
"complet","differ",7
"couldnt","find",7
"credit","card",7
"cricket","new",7
"custom","servic",7
"cut","hair",7
"dae","su",7
"damn","im",7
"david","cameron",7
"day","good",7
"day","left",7
"day","may",7
"day","mother",7
"day","rt",7
"day","time",7
"deep","breath",7
"desper","need",7
"did","u",7
"didnt","make",7
"dine","room",7
"do","not",7
"do","you",7
"doesnt","realli",7
"dont","cri",7
"dont","use",7
"door","i",7
"door","open",7
"drink","i",7
"dude","i",7
"earth","day",7
"easi","i",7
"even","look",7
"even","wors",7
"event","will",7
"ever","want",7
"everi","man",7
"everi","month",7
"everyon","came",7
"everyon","can",7
"everyon","enjoy",7
"everyth","happen",7
"everyth","need",7
"featur","film",7
"feder","govern",7
"feel","great",7
"feel","realli",7
"fire","i",7
"first","book",7
"follow","just",7
"follow","you",7
"for","i",7
"for","now",7
"for","you",7
"form","i",7
"found","way",7
"freak","i",7
"friend","like",7
"friend","love",7
"fun","day",7
"fun","game",7
"fun","time",7
"game","play",7
"game","right",7
"game","throne",7
"gave","away",7
"get","car",7
"get","copi",7
"get","hit",7
"get","know",7
"get","now",7
"get","thank",7
"get","touch",7
"go","call",7
"go","check",7
"go","come",7
"go","crazi",7
"go","fast",7
"go","hell",7
"go","just",7
"go","like",7
"go","live",7
"go","now",7
"go","so",7
"god","im",7
"good","music",7
"good","old",7
"got","good",7
"got","start",7
"guess","ill",7
"haha","just",7
"haha","well",7
"haha","yes",7
"half","price",7
"happen","now",7
"happen","the",7
"happi","bday",7
"happi","monday",7
"happi","th",7
"he","didnt",7
"hello","i",7
"help","spread",7
"hes","pretti",7
"high","five",7
"hold","hand",7
"home","one",7
"hope","one",7
"how","everyon",7
"how","often",7
"how","to",7
"hula","hoop",7
"human","right",7
"i","afraid",7
"i","blog",7
"i","broke",7
"i","clean",7
"i","clue",7
"i","drink",7
"i","encourag",7
"i","fail",7
"i","gotten",7
"i","immedi",7
"i","open",7
"i","owe",7
"i","paid",7
"i","reach",7
"i","readi",7
"i","sat",7
"i","send",7
"i","someth",7
"i","struggl",7
"i","surpris",7
"i","trust",7
"i","way",7
"i","well",7
"i","would",7
"i","yet",7
"if","look",7
"if","need",7
"if","someon",7
"ill","back",7
"ill","check",7
